task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
138	4e/28c514	621204	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 02:49:22.796	38m 35s	37m 57s	589.7%	89.2 GB	91.8 GB	134.9 GB	117.7 GB
132	f6/363dbf	621196	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 02:47:17.767	40m 55s	40m 48s	604.8%	61.7 GB	66.1 GB	155.3 GB	137 GB
143	68/abe9e3	621209	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 02:51:12.788	37m 55s	36m 10s	607.7%	116.6 GB	123.5 GB	133.7 GB	116.5 GB
136	c0/be312c	621202	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 02:48:42.825	42m 5s	42m 4s	636.1%	90.9 GB	98.7 GB	188.4 GB	186 GB
140	d1/1f33a8	621205	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 02:49:32.820	42m 10s	41m 30s	622.1%	104.8 GB	111.6 GB	174.9 GB	172.5 GB
125	10/de95b7	621186	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 02:41:42.804	50m 10s	50m 9s	526.5%	35 GB	37.9 GB	184.5 GB	182.2 GB
141	48/f2096c	621207	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 02:50:07.787	42m 10s	41m 2s	564.7%	100.7 GB	109.6 GB	145.1 GB	127.9 GB
134	f1/34332b	621197	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 02:47:32.828	44m 50s	44m 46s	539.7%	75.3 GB	78.9 GB	145.1 GB	126.8 GB
139	0d/b77ee4	621206	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 02:49:37.803	43m 30s	42m 40s	570.7%	101.7 GB	109.6 GB	151.3 GB	133 GB
142	06/7b51c9	621208	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 02:50:17.799	43m 20s	40m 42s	655.3%	118.8 GB	124.7 GB	186.4 GB	184.1 GB
137	4e/571da0	621203	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 02:49:07.834	44m 35s	44m 5s	564.8%	89.1 GB	92 GB	158.2 GB	139.9 GB
144	b1/7a7b1b	621210	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 02:51:12.850	42m 55s	39m 16s	595.4%	116.4 GB	123.5 GB	140.3 GB	122 GB
48	0a/6d4fa1	620940	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 00:59:20.354	2h 35m 28s	2h 34m 9s	147.0%	11.5 GB	13.1 GB	145.2 GB	127.9 GB
135	6e/53951d	621200	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 02:48:37.848	46m 45s	46m 43s	486.1%	75.5 GB	79 GB	138.5 GB	121.3 GB
162	11/284ed1	621227	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 03:01:02.857	35m 10s	34m 56s	657.1%	27.6 GB	31.2 GB	145.2 GB	128 GB
128	60/1b8515	621189	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 02:43:07.761	53m 15s	53m 9s	493.0%	48.6 GB	53.8 GB	182.6 GB	180.3 GB
145	c2/74983a	621211	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 02:52:37.784	44m 15s	40m 2s	614.9%	130.7 GB	136.1 GB	161.6 GB	159.2 GB
147	b8/77bb24	621213	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 02:54:57.806	42m 50s	38m 54s	650.3%	146.8 GB	150.6 GB	169.1 GB	166.8 GB
148	ad/e90dff	621214	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 02:55:42.953	42m 25s	38m 40s	591.9%	130 GB	136.3 GB	141 GB	123.8 GB
159	07/6f4efd	621224	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 03:00:07.876	38m 25s	38m 14s	605.0%	9.3 GB	11.9 GB	147.5 GB	130.3 GB
161	0e/0d7f0d	621226	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 03:00:27.862	38m 15s	37m 54s	653.3%	27.5 GB	31.2 GB	156.8 GB	138.5 GB
160	b5/750f2c	621228	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 03:01:12.810	38m 5s	37m 57s	696.5%	28.1 GB	31.5 GB	188.4 GB	186.1 GB
164	c2/73b39c	621230	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 03:03:42.832	35m 50s	35m 45s	642.9%	45.8 GB	48.5 GB	145.1 GB	127.9 GB
158	8b/5fe0c2	621225	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 03:00:22.808	39m 45s	39m 21s	626.7%	9.3 GB	11.9 GB	156.9 GB	138.6 GB
150	65/fb0999	621216	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 02:58:27.886	42m 15s	37m 37s	562.9%	142.5 GB	147.7 GB	123.1 GB	105.8 GB
165	af/aeb54b	621231	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 03:04:02.839	37m 10s	36m 55s	663.2%	45.8 GB	48.4 GB	151.3 GB	133.1 GB
146	1f/8ee794	621212	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 02:53:47.785	47m 40s	42m 47s	563.9%	130.2 GB	136.3 GB	147.7 GB	129.4 GB
151	0e/35bd03	621217	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 02:58:37.815	42m 50s	37m 41s	609.4%	157.5 GB	162.1 GB	134.2 GB	115.9 GB
149	44/ee33d6	621215	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 02:56:02.808	46m 30s	40m 15s	610.0%	143.8 GB	149.2 GB	155.3 GB	137 GB
163	d3/f7fb20	621229	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 03:01:52.845	40m 55s	40m 27s	636.0%	46.7 GB	51.8 GB	178.1 GB	175.7 GB
166	f9/b7836a	621233	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 03:05:02.923	37m 50s	37m 33s	691.7%	65.3 GB	69.1 GB	178.1 GB	175.7 GB
169	91/d2675b	621235	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 03:07:22.869	36m 30s	35m 56s	723.8%	83.9 GB	86.5 GB	180.7 GB	178.3 GB
168	f1/fead77	621234	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 03:07:02.857	37m 25s	36m 2s	640.3%	63.9 GB	68.5 GB	139.8 GB	122.5 GB
157	24/69f979	621222	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 02:59:32.827	45m	44m 43s	600.2%	9.4 GB	11.9 GB	188.5 GB	186.1 GB
167	fa/7e9a94	621232	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 03:04:57.862	39m 50s	39m 26s	612.7%	64.1 GB	68.5 GB	146.4 GB	128.1 GB
171	b7/db2b24	621237	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 03:09:58.023	36m 10s	35m 43s	677.1%	82.2 GB	85.6 GB	151.3 GB	133 GB
152	fa/ca3d36	621218	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 02:58:42.831	48m 50s	39m 36s	649.5%	160.8 GB	163.6 GB	176.8 GB	174.5 GB
170	a8/3ac73c	621236	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 03:09:58.010	37m 35s	37m 7s	629.5%	82.3 GB	85.7 GB	145.1 GB	127.9 GB
172	a6/5d437e	621238	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 03:11:32.934	37m 10s	36m 48s	699.8%	102.5 GB	109.8 GB	172.9 GB	170.6 GB
173	9b/aeb7c9	621239	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 03:14:32.999	37m 40s	37m 13s	635.7%	100.5 GB	108.8 GB	143 GB	125.8 GB
153	78/7514ea	621223	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 02:59:57.814	55m 10s	37m 40s	588.5%	157.6 GB	162.1 GB	127.7 GB	110.5 GB
178	87/35cb41	621245	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 03:22:13.020	36m 5s	35m 6s	709.1%	139.8 GB	144.4 GB	165.3 GB	163 GB
174	b4/090730	621240	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 03:18:32.953	40m	39m 32s	620.4%	100.5 GB	108.8 GB	149.7 GB	131.4 GB
176	4e/6d5d90	621242	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 03:19:53.051	38m 45s	38m 37s	614.1%	118.1 GB	126 GB	141.5 GB	123.2 GB
156	0c/5e5c99	621221	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 02:59:27.874	59m 15s	35m 30s	622.2%	171.3 GB	174.9 GB	132.6 GB	115.3 GB
182	1d/476147	621248	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 03:22:47.950	36m	33m 43s	677.2%	152.9 GB	157.8 GB	133.5 GB	115.2 GB
177	cf/7769db	621244	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 03:21:02.975	39m	36m 59s	602.8%	117 GB	124.1 GB	134.9 GB	117.7 GB
183	5e/5cd3ac	621251	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 03:23:27.946	37m 30s	33m 17s	649.2%	155.4 GB	160.2 GB	127 GB	109.7 GB
179	f7/1e0b1d	621246	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 03:22:13.035	39m	37m 39s	613.5%	137.1 GB	143 GB	145.1 GB	127.9 GB
154	8d/696f61	621219	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 02:58:47.806	1h 2m 50s	41m 19s	639.5%	172.6 GB	186.5 GB	184.5 GB	182.1 GB
175	98/26e1d5	621243	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 03:20:17.973	42m	40m 49s	657.8%	121.2 GB	127 GB	188.4 GB	186 GB
181	dd/3cddde	621247	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 03:22:32.981	40m 25s	38m 36s	674.6%	157.3 GB	161.7 GB	175.5 GB	173.2 GB
184	e3/aa7995	621250	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 03:23:22.948	39m 40s	36m 37s	730.3%	176.9 GB	191.1 GB	185.8 GB	183.5 GB
187	39/d15523	621253	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 03:23:32.950	39m 35s	34m 50s	665.8%	195.7 GB	208.4 GB	142.5 GB	140.2 GB
155	83/64da2d	621220	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 02:59:12.823	1h 5m 15s	41m 54s	556.4%	167.3 GB	171.4 GB	139 GB	120.7 GB
180	8d/703969	621249	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 03:23:07.984	41m 40s	38m 32s	638.6%	134.4 GB	140.8 GB	151.3 GB	133 GB
185	9f/16ee61	621252	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 03:23:27.960	42m 45s	38m 18s	583.7%	170.7 GB	175.9 GB	133.3 GB	116.1 GB
193	d9/8a17b5	621259	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 03:28:13.005	38m 10s	32m 31s	739.4%	230.9 GB	243 GB	152.7 GB	150.3 GB
194	33/e375a1	621261	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 03:30:48.016	36m 10s	29m 52s	716.5%	227.1 GB	239.6 GB	119 GB	100.7 GB
195	ec/558eac	621262	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 03:31:43.048	36m 15s	28m 25s	713.2%	226.7 GB	238.9 GB	112.9 GB	95.6 GB
199	da/3552c9	621265	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:11;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 03:32:23.008	35m 40s	35m 27s	739.7%	35.1 GB	38.3 GB	184.5 GB	182.2 GB
202	3b/a54b4f	621269	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 03:34:08.009	34m 35s	34m 5s	714.7%	57.2 GB	62.4 GB	149.3 GB	131 GB
189	23/2e0403	621255	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 03:26:13.050	43m 15s	37m 5s	620.7%	190.4 GB	193 GB	139.8 GB	122.5 GB
201	a1/32b811	621268	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 03:33:43.123	35m 50s	35m 24s	657.8%	34.4 GB	37.9 GB	145.2 GB	128 GB
198	cd/bf821c	621267	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 03:33:38.042	36m 10s	35m 38s	652.0%	11.6 GB	14.3 GB	145.3 GB	128.1 GB
200	bb/712991	621266	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 03:33:08.021	37m	36m 28s	680.2%	34.4 GB	38 GB	158.3 GB	140 GB
203	a4/f78250	621271	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:11;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 03:35:23.018	34m 50s	34m 35s	759.6%	58.4 GB	63 GB	184.5 GB	182.2 GB
211	d8/3ceca2	621283	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:11;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 03:39:18.102	31m 5s	30m 48s	797.5%	128.1 GB	133.8 GB	159 GB	156.7 GB
186	8f/aa7f3f	621254	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 03:24:12.945	46m 20s	39m 41s	589.4%	173.5 GB	177.3 GB	139.9 GB	121.6 GB
191	72/582f9f	621257	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 03:27:43.089	43m 5s	37m 8s	659.2%	209.9 GB	223.5 GB	153 GB	134.7 GB
192	cc/aad327	621260	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 03:29:07.986	42m 25s	36m 48s	635.0%	208.2 GB	223.7 GB	147.1 GB	129.9 GB
205	df/f608d6	621275	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:11;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 03:36:23.036	35m 25s	35m 11s	739.7%	80.6 GB	84 GB	178.1 GB	175.7 GB
188	d0/6903f5	621256	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 03:27:28.102	45m 25s	39m 41s	609.8%	191.7 GB	194.4 GB	146.4 GB	128.1 GB
190	46/2da037	621258	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:9;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 03:27:57.983	44m 55s	39m 11s	612.7%	206.3 GB	219.9 GB	147.6 GB	145.3 GB
196	bc/4ef1de	621263	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 03:31:53.007	41m	40m 48s	627.2%	11.5 GB	14.3 GB	158.5 GB	140.2 GB
210	5d/f9689f	621279	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 03:38:08.040	34m 45s	34m 11s	673.7%	102.2 GB	111.2 GB	145.1 GB	127.9 GB
204	29/c45b0d	621270	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 03:34:48.029	38m 10s	37m 48s	607.2%	57 GB	62.4 GB	142.7 GB	125.5 GB
209	f4/70a819	621280	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 03:38:33.010	34m 30s	34m 22s	680.6%	79.1 GB	83.2 GB	142.7 GB	125.5 GB
206	03/358d2f	621274	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 03:36:13.033	37m 15s	36m 51s	668.3%	79.6 GB	84.3 GB	149.3 GB	131 GB
207	8f/f07a9f	621276	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 03:36:53.043	36m 35s	36m 17s	722.7%	103.4 GB	110.7 GB	174.9 GB	172.5 GB
214	8c/672be8	621286	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 03:39:33.085	34m 20s	33m 11s	770.2%	151.4 GB	155.5 GB	171.7 GB	169.4 GB
216	e3/c47ad4	621289	samtools_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 03:41:13.161	33m 45s	33m 28s	647.7%	145 GB	151.5 GB	124.6 GB	107.4 GB
212	21/f37c28	621281	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 03:38:43.112	36m 20s	35m 54s	667.0%	124 GB	131 GB	145.1 GB	126.8 GB
208	a6/151d8b	621278	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 03:37:48.021	39m 50s	39m 31s	617.9%	102.9 GB	111.2 GB	151.3 GB	133 GB
197	56/9e512c	621264	samtools_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:11;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 03:32:18.012	46m	45m 41s	578.5%	11.8 GB	15.2 GB	187.8 GB	185.5 GB
218	18/14dff2	621290	samtools_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 03:41:28.064	37m	35m 27s	666.9%	168.1 GB	173.4 GB	139 GB	120.7 GB
