task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
342	3a/0baaed	622310	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 19:19:32.992	20m 35s	20m 20s	739.8%	10.4 GB	13.6 GB	147.9 GB	144.3 GB
249	fb/ffe18f	622200	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 18:39:16.963	1h 1m 11s	1h 1m 9s	225.0%	3 GB	8.4 GB	148.3 GB	144.6 GB
341	3c/76821d	622311	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 19:19:37.961	21m 5s	20m 52s	724.0%	9.4 GB	11.6 GB	148 GB	144.3 GB
343	0f/2977d7	622315	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 19:20:53.246	20m 15s	19m 46s	765.0%	11.1 GB	12.5 GB	147.8 GB	144.2 GB
334	0c/924dc4	622304	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 19:17:12.825	24m 10s	17m 59s	822.2%	18.4 GB	19.9 GB	147.7 GB	144.1 GB
335	70/a9b1e8	622303	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 19:17:08.193	26m 50s	17m 38s	843.1%	20.3 GB	21.6 GB	147.7 GB	144.1 GB
337	d4/db374a	622305	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 19:17:17.794	26m 55s	17m 10s	861.4%	24 GB	26.6 GB	147.7 GB	144.1 GB
339	80/2adb70	622307	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 19:17:52.795	26m 25s	25m 58s	544.5%	13.6 GB	14.7 GB	148.6 GB	144.6 GB
344	29/feae4c	622312	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 19:19:48.049	24m 50s	20m 15s	740.6%	12.9 GB	15 GB	147.8 GB	144.2 GB
327	9b/83f67c	622296	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 19:14:43.086	30m 40s	30m 23s	483.0%	12.8 GB	13.6 GB	148.5 GB	144.6 GB
345	7a/fc9d5c	622313	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 19:19:52.946	25m 35s	20m 3s	754.3%	14.7 GB	16.7 GB	147.8 GB	144.2 GB
336	3d/4f4b63	622306	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 19:17:22.793	31m 15s	18m 24s	810.2%	22.2 GB	24.8 GB	147.7 GB	144.1 GB
347	d8/8db212	622316	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 19:21:02.952	31m 55s	17m 51s	829.8%	18.4 GB	20.1 GB	147.7 GB	144.1 GB
338	fe/0a1168	622309	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 19:18:58.033	35m 10s	17m 1s	866.1%	25.9 GB	28.2 GB	147.7 GB	144.1 GB
346	ff/30ead5	622314	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 19:20:22.948	33m 50s	19m 9s	783.0%	16.6 GB	18.4 GB	147.8 GB	144.2 GB
348	60/35d3f9	622317	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 19:21:07.949	34m 30s	18m 2s	829.6%	20.3 GB	21.7 GB	147.7 GB	144.1 GB
383	62/e6546d	622352	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:29:53.298	27m 30s	21m 48s	654.0%	27.7 GB	29.4 GB	147.7 GB	144.1 GB
349	a6/9828d7	622320	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 19:21:32.953	36m 35s	17m 29s	853.8%	22.2 GB	25 GB	147.7 GB	144.1 GB
382	89/ed4aa5	622351	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:29:28.004	30m 55s	25m 50s	658.2%	28 GB	29.3 GB	189.9 GB	198.5 GB
384	26/918521	622354	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:30:28.008	30m 25s	23m 16s	652.2%	27.8 GB	29.6 GB	158.3 GB	154.3 GB
369	1c/bbb11e	622337	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:25:03.124	37m 5s	36m 45s	386.1%	27.7 GB	29.2 GB	147.7 GB	144.1 GB
385	f7/78e5ee	622353	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:30:13.011	33m 20s	26m 24s	641.5%	30.4 GB	31.9 GB	189.9 GB	198.4 GB
368	56/a88a5c	622336	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:24:53.172	39m 35s	39m 6s	387.0%	27.8 GB	29.4 GB	158.3 GB	154.3 GB
386	c7/c13777	622355	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:30:28.028	34m 30s	23m 14s	652.8%	30.6 GB	32.2 GB	158.3 GB	154.3 GB
371	6b/4aac92	622339	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:25:27.958	40m 30s	40m 2s	379.6%	30.6 GB	32 GB	158.3 GB	154.3 GB
350	e8/1affd7	622318	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 19:21:12.947	44m 50s	17m 24s	856.7%	24 GB	26.7 GB	147.7 GB	144.1 GB
372	4c/6bb57f	622341	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:26:17.975	40m	36m 18s	384.1%	30.5 GB	31.8 GB	147.6 GB	144.1 GB
388	cd/4bfb95	622356	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:31:13.103	36m	22m 27s	643.5%	30.3 GB	32 GB	147.6 GB	144.1 GB
367	d6/5b21ca	622335	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:4;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:24:47.952	43m 15s	43m 11s	387.5%	28 GB	29.1 GB	189.9 GB	198.5 GB
370	7f/654d55	622340	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:4;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:26:03.078	44m 35s	43m 11s	387.4%	30.9 GB	31.7 GB	189.9 GB	198.4 GB
374	90/b5dc82	622342	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:26:17.991	44m 20s	39m 39s	379.5%	33.4 GB	34.5 GB	158.3 GB	154.3 GB
389	08/51fcbd	622358	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:31:48.041	40m 15s	23m 15s	655.5%	33.4 GB	34.7 GB	158.3 GB	154.3 GB
378	16/d5c552	622346	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:28:28.034	43m 45s	37m 10s	382.0%	35.2 GB	37 GB	147.6 GB	144.1 GB
387	e7/4209c2	622357	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:31:43.101	41m 5s	27m	638.5%	33.7 GB	34.5 GB	189.9 GB	198.4 GB
397	48/47a4fc	622365	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:10;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:34:03.043	39m	18m 29s	927.4%	28 GB	29.5 GB	189.9 GB	198.5 GB
373	bc/e25e58	622343	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:4;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:27:03.016	47m	42m 30s	387.5%	33.7 GB	34.3 GB	189.9 GB	198.4 GB
390	1b/c33e08	622359	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:31:53.017	42m 50s	21m 43s	654.0%	33.3 GB	34.6 GB	147.7 GB	144.1 GB
375	75/ff3c61	622344	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:4;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:27:33.022	47m 30s	43m 1s	386.8%	36.7 GB	40 GB	189.9 GB	198.4 GB
398	b5/f9c269	622366	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:34:08.098	41m 5s	19m 4s	810.4%	27.8 GB	29.8 GB	158.3 GB	154.3 GB
376	44/1b9879	622347	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:28:38.013	46m 50s	39m 23s	364.7%	33 GB	34.4 GB	147.7 GB	144.1 GB
400	01/a14926	622368	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:10;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:34:13.039	42m 55s	18m 27s	934.1%	30.9 GB	32.1 GB	189.9 GB	198.4 GB
392	8a/1e67d3	622360	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:31:58.102	48m	25m 25s	663.8%	36.7 GB	40.2 GB	189.9 GB	198.4 GB
380	be/c210d4	622349	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:29:03.007	51m 45s	39m 40s	384.2%	39 GB	39.7 GB	158.3 GB	154.3 GB
391	45/fd38f8	622361	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:32:33.008	48m 15s	23m 12s	654.5%	36.2 GB	37.4 GB	158.3 GB	154.3 GB
381	d3/0f0689	622350	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:29:13.004	51m 45s	36m 44s	387.2%	38.8 GB	39.6 GB	147.6 GB	144.1 GB
379	ba/2eaeb6	622348	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:4;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:28:43.017	53m 45s	44m 51s	372.0%	39.4 GB	42.5 GB	189.9 GB	198.4 GB
399	48/fcd4f0	622369	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:27GB)	COMPLETED	0	2022-02-19 19:34:13.062	48m 55s	17m 51s	811.3%	27.7 GB	29.7 GB	147.7 GB	144.1 GB
351	73/c6d271	622319	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 19:21:22.949	1h 2m	17m 16s	861.4%	25.9 GB	28.4 GB	147.7 GB	144.1 GB
393	af/3bb60f	622364	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:33:38.059	52m 45s	21m 36s	656.4%	36.1 GB	37.2 GB	147.6 GB	144.1 GB
401	24/bba890	622370	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:34:33.044	56m 5s	18m 33s	835.7%	30.5 GB	32.4 GB	158.3 GB	154.3 GB
362	c3/1933a6	622332	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:36GB)	FAILED	137	2022-02-19 19:24:22.949	1h 7m 45s	1h 7m 15s	-	-	-	-	-
405	93/feec0e	622373	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:34:43.120	57m 50s	17m 20s	834.7%	33.3 GB	34.8 GB	147.7 GB	144.1 GB
402	ea/1086b7	622371	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:10;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:34:43.040	58m 55s	20m 33s	844.9%	33.6 GB	34.8 GB	189.9 GB	198.4 GB
403	f3/c5aebe	622372	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:30GB)	COMPLETED	0	2022-02-19 19:34:43.055	59m 20s	19m 17s	752.2%	30.5 GB	32.2 GB	147.7 GB	144.1 GB
377	ed/b36894	622345	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:4;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:28:08.002	1h 7m 20s	1h 2m 24s	241.5%	36.1 GB	37.1 GB	158.3 GB	154.3 GB
404	69/a46ba8	622374	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:33GB)	COMPLETED	0	2022-02-19 19:35:23.068	1h 7m 5s	19m 2s	808.3%	33.4 GB	35 GB	158.3 GB	154.3 GB
394	d7/6112dc	622362	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:7;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:33:13.318	1h 9m 45s	25m 48s	660.0%	39.4 GB	42.7 GB	189.9 GB	198.4 GB
396	8a/5deb31	622367	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:34:08.110	1h 8m 55s	21m 45s	655.3%	38.9 GB	39.8 GB	147.6 GB	144.1 GB
120	1e/c1ec1a	622033	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:5GB)	FAILED	137	2022-02-19 16:42:05.142	4h 1m 38s	4h 1m 23s	-	-	-	-	-
395	24/06b2ac	622363	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:33:23.043	1h 10m 35s	23m 8s	656.3%	39 GB	39.9 GB	158.3 GB	154.3 GB
406	55/7e6d6a	622375	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:10;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:35:23.109	1h 9m 5s	18m 3s	934.9%	36.7 GB	40.4 GB	189.9 GB	198.4 GB
236	c3/f2ce3d	622187	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:3GB)	FAILED	137	2022-02-19 18:31:11.687	2h 14m 2s	2h 13m 57s	-	-	-	-	-
408	46/92bccd	622376	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:35:33.079	1h 13m 30s	18m 23s	841.9%	36.2 GB	37.6 GB	158.3 GB	154.3 GB
407	85/d90b7b	622377	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:36GB)	COMPLETED	0	2022-02-19 19:35:43.043	1h 14m 45s	17m 53s	811.7%	36.1 GB	37.4 GB	147.6 GB	144.1 GB
409	2f/1c946e	622378	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:10;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:35:48.056	1h 16m 30s	18m 38s	927.2%	39.4 GB	42.9 GB	189.9 GB	198.4 GB
238	c3/1ce7e8	622190	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 18:32:56.697	2h 21m 2s	2h 20m 41s	97.2%	9 GB	11.4 GB	147.8 GB	144.2 GB
241	0f/950682	622193	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 18:34:36.706	2h 19m 32s	2h 19m 19s	97.2%	13 GB	15.6 GB	147.8 GB	144.2 GB
240	7d/db0c1c	622191	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 18:33:36.709	2h 20m 52s	2h 20m 41s	97.1%	11 GB	13.8 GB	147.8 GB	144.2 GB
237	3e/4fd60c	622189	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 18:32:21.712	2h 22m 32s	2h 22m 6s	96.6%	5 GB	9.4 GB	147.9 GB	144.3 GB
239	7b/ad130a	622192	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 18:34:11.705	2h 20m 42s	2h 20m 36s	96.9%	7 GB	12.5 GB	147.8 GB	144.3 GB
242	03/6064f7	622194	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 18:36:11.706	2h 18m 47s	2h 18m 39s	97.5%	15 GB	17.2 GB	147.7 GB	144.2 GB
243	26/6d265e	622195	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 18:37:56.714	2h 18m 22s	2h 17m 56s	98.0%	17 GB	19 GB	147.7 GB	144.1 GB
245	d4/02acfa	622196	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 18:38:06.781	2h 19m 12s	2h 18m 57s	97.9%	21 GB	23.9 GB	147.7 GB	144.1 GB
244	ec/af720e	622197	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 18:38:31.791	2h 19m 17s	2h 18m 56s	97.9%	19 GB	20.7 GB	147.7 GB	144.1 GB
246	a2/d66358	622199	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 18:39:06.783	2h 20m 2s	2h 19m 46s	98.2%	24.9 GB	27.3 GB	147.7 GB	144.1 GB
247	5b/6d1357	622198	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 18:39:01.972	2h 20m 16s	2h 19m 58s	98.1%	23 GB	25.6 GB	147.7 GB	144.1 GB
411	fd/5d1172	622381	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:37:23.042	1h 24m 15s	17m 9s	836.4%	38.9 GB	40 GB	147.6 GB	144.1 GB
410	b6/91e40c	622379	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:10;MEM_PER_THREAD:39GB)	COMPLETED	0	2022-02-19 19:36:08.040	1h 26m 5s	19m 43s	782.6%	39.1 GB	40.1 GB	158.3 GB	154.3 GB
427	00/6c8f12	622396	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-19 19:44:38.178	1h 24m 30s	1h 24m 21s	196.9%	59.5 GB	60.8 GB	189.9 GB	198.4 GB
235	a3/534bb8	622188	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 18:31:36.687	2h 38m 2s	2h 37m 52s	88.9%	1021.2 MB	7.7 GB	148.2 GB	144.6 GB
429	2e/441379	622399	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-19 19:48:38.227	1h 23m 15s	1h 14m 15s	193.7%	58.1 GB	60.6 GB	147.6 GB	144.1 GB
431	91/7ef5bf	622400	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:2;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-19 19:52:58.231	1h 20m 10s	1h 11m 55s	193.4%	67.3 GB	69.2 GB	147.5 GB	144 GB
428	65/7af6f9	622397	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-19 19:45:23.224	1h 31m 15s	1h 18m 59s	192.5%	58.5 GB	60.7 GB	158.3 GB	154.3 GB
433	3a/76b19a	622402	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:2;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-19 19:54:13.286	1h 28m 55s	1h 16m 19s	195.6%	67.5 GB	69.3 GB	158.3 GB	154.3 GB
