task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
124	aa/fbf4cd	622037	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 16:49:15.230	2h 28m 3s	2h 27m 50s	97.4%	13 GB	15.7 GB	158.3 GB	154.3 GB
294	4d/988e55	622262	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 18:54:52.250	22m 31s	22m 21s	646.6%	16.6 GB	17.8 GB	147.7 GB	144.2 GB
290	24/0d2d23	622254	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 18:53:17.241	24m 36s	24m 22s	592.8%	10.3 GB	13 GB	147.9 GB	144.3 GB
286	81/c1f07a	622252	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 18:52:06.999	26m 41s	26m 18s	542.1%	22.1 GB	24.3 GB	147.7 GB	144.1 GB
123	56/a32662	622036	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 16:48:40.195	2h 30m 18s	2h 30m 4s	97.1%	11 GB	14 GB	158.4 GB	154.4 GB
273	fe/6b6e74	622230	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 18:47:21.812	32m 11s	32m 8s	443.4%	25.8 GB	27.6 GB	147.7 GB	144.1 GB
234	1d/616232	622186	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 18:30:51.686	48m 46s	21m 45s	734.8%	26 GB	28.6 GB	158.3 GB	154.3 GB
306	5c/a44ead	622273	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 18:58:07.357	21m 41s	21m 13s	688.5%	14.7 GB	16.3 GB	147.8 GB	144.2 GB
267	5d/7c34c3	622222	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 18:46:01.956	33m 51s	33m 29s	427.8%	14.7 GB	15.8 GB	147.8 GB	144.2 GB
270	f5/f76a6f	622226	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 18:46:46.921	33m 36s	33m 24s	429.2%	20.3 GB	20.9 GB	147.7 GB	144.1 GB
266	03/b2f450	622223	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 18:46:02.065	34m 51s	34m 25s	416.7%	12.8 GB	14.1 GB	147.8 GB	144.2 GB
264	e8/81aa66	622221	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 18:44:56.891	36m 6s	35m 37s	405.4%	10.2 GB	12.8 GB	147.9 GB	144.3 GB
298	0b/ae178c	622265	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 18:55:42.241	25m 26s	20m 7s	715.7%	24 GB	26.1 GB	147.7 GB	144.1 GB
277	1a/992af4	622237	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 18:48:07.025	33m 6s	32m 43s	452.5%	10.1 GB	13 GB	147.9 GB	144.3 GB
263	20/f52ad7	622218	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 18:44:41.793	36m 41s	36m 29s	393.6%	9 GB	9.7 GB	147.9 GB	144.3 GB
12	3f/97d5c4	621852	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:1;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 16:13:01.668	3h 8m 31s	2h 45m 29s	98.6%	23 GB	25.4 GB	189.9 GB	198.5 GB
276	f5/159e33	622233	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 18:47:31.827	34m 1s	33m 35s	444.9%	9 GB	9.8 GB	147.9 GB	144.3 GB
275	8d/eb87ec	622236	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 18:48:06.997	33m 51s	33m 31s	437.8%	8.2 GB	8.9 GB	148 GB	144.4 GB
304	f7/b02641	622271	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 18:57:47.246	24m 16s	24m	613.0%	11 GB	12.1 GB	147.8 GB	144.2 GB
303	62/7a3663	622272	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 18:57:57.243	24m 31s	24m 24s	598.0%	10.3 GB	13.2 GB	147.9 GB	144.3 GB
269	f1/23c768	622227	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 18:46:56.918	35m 36s	35m 8s	402.4%	18.4 GB	19.2 GB	147.7 GB	144.1 GB
299	8c/b2c06c	622267	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 18:57:12.255	25m 41s	21m 35s	666.8%	25.8 GB	27.8 GB	147.7 GB	144.1 GB
265	71/d97340	622220	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 18:44:56.877	38m 1s	37m 32s	386.5%	11.1 GB	11.7 GB	147.8 GB	144.2 GB
297	fc/ccb112	622266	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 18:56:27.245	26m 31s	21m 58s	657.3%	20.3 GB	21.2 GB	147.7 GB	144.1 GB
305	14/bd7fa9	622274	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 18:59:17.362	23m 41s	23m 21s	629.1%	12.9 GB	14.5 GB	147.8 GB	144.2 GB
262	5a/ce432c	622215	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 18:44:11.909	38m 51s	38m 39s	373.4%	8 GB	8.6 GB	148 GB	144.4 GB
309	d0/cf2e11	622277	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 19:01:27.361	22m 26s	21m 40s	675.6%	22.1 GB	24.5 GB	147.7 GB	144.1 GB
272	9a/f52b0a	622229	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 18:47:21.794	37m 1s	36m 54s	396.9%	24 GB	25.9 GB	147.7 GB	144.1 GB
268	c1/b6add9	622224	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 18:46:11.810	38m 16s	38m 3s	382.3%	16.5 GB	17.5 GB	147.7 GB	144.2 GB
288	4c/7b5d47	622250	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 18:51:12.001	33m 26s	33m 9s	442.2%	8.2 GB	9.1 GB	148 GB	144.4 GB
128	1e/618ef2	622040	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 16:54:20.221	2h 30m 28s	2h 30m 18s	96.1%	21 GB	22.5 GB	158.3 GB	154.3 GB
271	4e/7ff436	622228	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 18:47:06.797	37m 46s	37m 25s	392.8%	22.1 GB	24.1 GB	147.7 GB	144.1 GB
127	0e/d4e872	622041	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 16:54:25.227	2h 30m 38s	2h 30m 31s	96.8%	19 GB	20.8 GB	158.3 GB	154.3 GB
310	38/65bab9	622279	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 19:02:22.364	22m 51s	22m	663.0%	20.3 GB	21.3 GB	147.7 GB	144.1 GB
289	13/11638c	622253	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 18:53:02.265	32m 26s	31m 58s	473.3%	9.1 GB	10.1 GB	147.9 GB	144.3 GB
307	9c/5583ab	622275	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 19:00:57.363	25m 6s	24m 34s	599.2%	16.6 GB	18 GB	147.7 GB	144.2 GB
274	c4/aee2a4	622232	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:7;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 18:47:31.815	38m 46s	38m 23s	359.3%	7 GB	10.2 GB	148.3 GB	144.6 GB
308	ec/5321cc	622276	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 19:01:12.386	25m 6s	24m 48s	591.5%	18.4 GB	19.7 GB	147.7 GB	144.1 GB
312	69/364946	622281	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 19:03:12.522	23m 50s	19m 58s	731.2%	25.9 GB	28 GB	147.7 GB	144.1 GB
130	ce/0c1b2e	622042	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 16:56:55.206	2h 30m 38s	2h 30m 32s	97.1%	25 GB	27.4 GB	158.3 GB	154.3 GB
13	31/fe2c3d	621853	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:1;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 16:13:01.774	3h 15m 6s	2h 46m 48s	97.8%	24.9 GB	27.1 GB	189.9 GB	198.5 GB
287	d1/0de8f2	622249	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:9;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 18:50:52.043	37m 36s	37m 30s	369.1%	9 GB	11 GB	148.4 GB	144.6 GB
129	96/c87f43	622044	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 16:57:25.208	2h 31m 13s	2h 31m 8s	95.6%	22.9 GB	25.7 GB	158.3 GB	154.3 GB
118	c6/7f88d2	622031	sambamba_coordinate_sort_proc (A-CUHS-CU000208-BL-COL-56227BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:1;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 16:41:10.125	2h 47m 33s	2h 47m 23s	88.0%	1021.5 MB	8.2 GB	158.7 GB	154.7 GB
302	a3/f87104	622270	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 18:57:22.243	31m 41s	31m 27s	482.0%	9.2 GB	10.2 GB	147.9 GB	144.3 GB
261	4c/de13b5	622216	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:5;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 18:44:16.789	44m 56s	44m 46s	305.8%	5 GB	9.3 GB	148.3 GB	144.6 GB
319	26/57eaf3	622286	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 19:08:07.821	21m 20s	21m 17s	696.1%	14.7 GB	16.4 GB	147.8 GB	144.2 GB
251	dc/1193e6	622204	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 18:40:06.787	49m 46s	49m 30s	280.4%	11 GB	11.5 GB	147.8 GB	144.2 GB
311	8c/9b2aec	622278	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 19:02:12.361	28m 1s	27m 11s	544.5%	24 GB	26.3 GB	147.7 GB	144.1 GB
252	83/1a9906	622205	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 18:40:26.865	50m 1s	49m 37s	280.3%	10.2 GB	12.6 GB	147.8 GB	144.3 GB
316	cf/45a73e	622284	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 19:06:57.664	23m 30s	23m 26s	628.3%	10.3 GB	13.3 GB	147.9 GB	144.3 GB
255	6b/c3abb9	622207	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 18:41:32.267	49m 41s	49m 22s	281.0%	16.6 GB	17.4 GB	147.7 GB	144.2 GB
317	b3/ba92bb	622285	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 19:07:02.471	24m 41s	24m 37s	604.7%	11.1 GB	12.2 GB	147.8 GB	144.2 GB
253	b7/862b8e	622206	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 18:40:56.814	50m 51s	50m 27s	280.0%	12.9 GB	13.9 GB	147.8 GB	144.2 GB
300	95/81ab6f	622268	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 18:57:12.268	34m 41s	34m 20s	404.0%	11 GB	12 GB	148.4 GB	144.6 GB
257	b5/56fb70	622210	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 18:42:36.799	49m 21s	49m 5s	282.3%	20.3 GB	20.8 GB	147.7 GB	144.1 GB
301	e3/193f1b	622269	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:11;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 18:57:17.244	35m 16s	34m 58s	431.1%	8.4 GB	9.4 GB	148 GB	144.4 GB
258	43/b5c719	622214	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 18:44:06.865	49m 6s	48m 49s	285.0%	22.1 GB	24 GB	147.7 GB	144.1 GB
256	00/b82fdf	622209	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 18:42:21.794	51m 1s	50m 29s	280.4%	18.4 GB	19.1 GB	147.7 GB	144.1 GB
315	26/709a95	622282	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 19:04:47.437	28m 51s	28m 27s	522.4%	9.3 GB	11.3 GB	148 GB	144.3 GB
321	18/f330e4	622289	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-19 19:12:37.985	21m 25s	19m 4s	774.7%	18.4 GB	19.8 GB	147.7 GB	144.1 GB
250	3c/4ae140	622203	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 18:39:47.051	54m 21s	54m 15s	261.0%	8.9 GB	9.5 GB	147.9 GB	144.3 GB
318	f9/9d1d0f	622288	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 19:10:52.617	23m 15s	20m 42s	714.1%	12.9 GB	14.7 GB	147.8 GB	144.2 GB
259	9a/645001	622211	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 18:43:21.788	50m 51s	50m 48s	281.4%	24 GB	25.7 GB	147.7 GB	144.1 GB
313	2d/455f07	622280	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 19:02:57.362	31m 16s	31m 14s	451.6%	11.9 GB	12.8 GB	148.5 GB	144.6 GB
330	42/8c2616	622298	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-19 19:15:17.816	19m 15s	18m 53s	789.0%	11.1 GB	12.4 GB	147.8 GB	144.2 GB
248	8c/4630e4	622202	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 18:39:31.798	55m 11s	54m 52s	254.0%	7.9 GB	8.3 GB	148 GB	144.4 GB
320	25/241ecc	622290	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 19:13:22.796	21m 20s	20m 28s	716.0%	16.6 GB	18.1 GB	147.7 GB	144.2 GB
322	55/cf42f4	622291	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-19 19:13:57.875	20m 45s	19m 24s	760.1%	20.3 GB	21.4 GB	147.7 GB	144.1 GB
1	af/1170aa	621842	sambamba_coordinate_sort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUS:1;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-19 16:13:00.611	3h 22m 22s	3h 22m 20s	83.2%	1020.1 MB	6.6 GB	190.1 GB	198.6 GB
328	9b/e2c478	622297	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-19 19:14:57.803	20m 25s	20m 23s	729.8%	9.4 GB	11.5 GB	148 GB	144.3 GB
323	ac/8c2ce5	622292	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-19 19:14:12.952	21m 20s	18m 58s	778.5%	22.2 GB	24.7 GB	147.7 GB	144.1 GB
326	91/171a0c	622295	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 19:14:32.813	21m 10s	20m 58s	707.7%	8.6 GB	10 GB	148.1 GB	144.4 GB
260	9b/d099cb	622212	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 18:43:26.791	52m 21s	51m 50s	275.9%	25.9 GB	27.4 GB	147.7 GB	144.1 GB
329	49/418ff0	622299	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-19 19:15:37.830	20m 30s	20m 24s	737.8%	10.4 GB	13.5 GB	147.9 GB	144.3 GB
331	a1/a020f7	622301	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-19 19:16:22.794	20m 40s	20m 16s	732.3%	12.9 GB	14.8 GB	147.8 GB	144.2 GB
333	cd/b047f0	622302	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-19 19:16:32.805	20m 50s	17m 5s	869.4%	16.6 GB	18.3 GB	147.8 GB	144.2 GB
332	3c/725256	622300	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:15;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 19:15:52.803	21m 35s	17m 40s	840.6%	14.7 GB	16.5 GB	147.8 GB	144.2 GB
314	83/910e68	622283	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 19:05:18.502	32m 20s	32m	465.5%	8.5 GB	9.6 GB	148.1 GB	144.4 GB
324	d0/383d41	622293	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:23GB)	COMPLETED	0	2022-02-19 19:14:17.834	23m 20s	17m 57s	821.4%	24 GB	26.4 GB	147.7 GB	144.1 GB
254	6c/623ccf	622208	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:3;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-19 18:41:32.281	57m 36s	57m 13s	247.3%	14.7 GB	15.7 GB	147.8 GB	144.2 GB
340	db/ca13d9	622308	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:17;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-19 19:18:47.947	21m 15s	20m 46s	720.9%	8.8 GB	10.2 GB	148.1 GB	144.4 GB
325	a5/c65c96	622294	sambamba_coordinate_sort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUS:13;MEM_PER_THREAD:25GB)	COMPLETED	0	2022-02-19 19:14:32.802	25m 35s	18m 59s	774.4%	25.9 GB	28.1 GB	147.7 GB	144.1 GB
