task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	%mem	peak_rss	peak_vmem	rchar	wchar
776	8e/ac2508	647135	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 20:45:30.140	27m 40s	27m 35s	405.1%	192.4 GB	38.2%	199.4 GB	214.5 GB	133.7 GB	116.9 GB
768	87/1983e6	647126	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 20:38:40.131	35m 45s	35m 41s	749.3%	331.7 GB	65.9%	332 GB	371 GB	185.8 GB	183.5 GB
786	2c/813647	647146	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 20:54:20.258	20m 5s	20m 2s	904.7%	295.6 GB	58.7%	295.6 GB	350.9 GB	189.9 GB	198.4 GB
783	73/9e2fa3	647141	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 20:50:15.167	24m 25s	24m 23s	412.9%	230.7 GB	45.8%	233.2 GB	245.9 GB	109 GB	92.1 GB
784	2d/8550cd	647145	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 20:54:10.172	22m 15s	22m 13s	688.4%	296.6 GB	58.9%	296.7 GB	307.2 GB	147.5 GB	144 GB
787	b1/354e93	647144	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 20:52:25.115	24m 30s	24m 28s	424.0%	265.9 GB	52.8%	266.7 GB	277.3 GB	114.4 GB	97.5 GB
788	8f/481b89	647147	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 20:54:30.103	25m 35s	25m 32s	458.7%	261 GB	51.8%	264.8 GB	276.9 GB	158.8 GB	156.6 GB
757	fb/637755	647115	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 20:28:00.035	53m 30s	53m 23s	775.1%	260 GB	51.6%	265.3 GB	278.6 GB	165.3 GB	163 GB
793	b0/b4f272	647152	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 21:00:35.287	21m 45s	21m 42s	709.0%	332.7 GB	66.1%	332.7 GB	360.8 GB	147.6 GB	144 GB
791	6c/40d793	647150	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 20:59:50.334	23m 5s	23m	540.8%	314.7 GB	62.5%	315.3 GB	320.6 GB	168.2 GB	165.9 GB
777	b1/cf5af7	647136	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 20:47:45.141	35m 25s	35m 22s	655.4%	368.3 GB	73.1%	368.8 GB	381.5 GB	139.8 GB	122.5 GB
794	89/985c33	647153	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 21:00:45.260	24m 10s	24m 8s	441.8%	299.9 GB	59.6%	302.1 GB	311.7 GB	119.8 GB	102.9 GB
796	57/9938be	647155	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 21:03:25.377	25m 5s	25m 2s	498.9%	332.8 GB	66.1%	333.1 GB	369.3 GB	177.6 GB	175.4 GB
800	a2/5d0cf3	647161	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 21:07:45.311	22m 30s	22m 28s	477.3%	337.2 GB	67.0%	337.4 GB	343.8 GB	125.3 GB	108.4 GB
802	aa/0242b3	647164	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 21:13:00.382	17m 30s	17m 22s	531.8%	344 GB	68.3%	344.2 GB	398.4 GB	89.4 GB	87.2 GB
809	9e/076362	647169	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 21:14:40.332	26m 55s	26m 50s	411.4%	359.5 GB	71.4%	360.5 GB	377 GB	130.9 GB	114 GB
821	02/d38b51	647179	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 21:30:15.433	1h 23m 30s	1h 23m 28s	194.8%	115.8 GB	23.0%	116.5 GB	119.1 GB	189.9 GB	198.4 GB
814	09/82b5d6	647171	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 21:16:55.367	1h 45m 45s	1h 45m 42s	98.4%	68.6 GB	13.6%	68.6 GB	71.6 GB	135.6 GB	118.7 GB
817	ce/f84232	647176	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 21:23:10.403	1h 41m 30s	1h 41m 28s	98.6%	80 GB	15.9%	80 GB	82.3 GB	133.5 GB	116.6 GB
811	5c/11a44a	647172	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 21:20:05.382	1h 58m 45s	1h 58m 43s	98.5%	69.9 GB	13.9%	69.9 GB	72.3 GB	176.4 GB	174.1 GB
818	df/601ae7	647177	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 21:24:55.435	1h 54m 15s	1h 54m 11s	98.4%	81.6 GB	16.2%	81.6 GB	83.1 GB	170.5 GB	168.2 GB
799	33/b2f7e2	647160	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 21:07:40.291	2h 16m 26s	2h 16m 23s	99.0%	57.4 GB	11.4%	57.8 GB	60.5 GB	147.6 GB	144.1 GB
803	ab/f0a044	647158	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 21:06:50.264	2h 19m 36s	2h 19m 34s	98.9%	65.8 GB	13.1%	66.5 GB	69.1 GB	147.5 GB	144 GB
810	bc/3e5c08	647170	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:90GB)	COMPLETED	0	2022-02-25 21:16:25.349	2h 15m 31s	2h 15m 30s	99.1%	84 GB	16.7%	84.9 GB	92.5 GB	147.6 GB	144.1 GB
808	12/f3df00	647167	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 21:14:25.394	2h 19m 1s	2h 18m 59s	99.1%	75.3 GB	14.9%	76.1 GB	77.8 GB	147.6 GB	144.1 GB
792	dc/beaa85	647151	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 21:00:25.288	2h 41m 11s	2h 41m 8s	99.1%	58.9 GB	11.7%	59.6 GB	60.7 GB	189.9 GB	198.4 GB
820	d6/9e4b54	647180	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:100GB)	COMPLETED	0	2022-02-25 21:30:30.390	2h 17m 36s	2h 17m 34s	98.4%	93.3 GB	18.5%	94.1 GB	101.1 GB	147.5 GB	144 GB
804	93/8753bd	647159	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 21:07:10.355	2h 41m 26s	2h 41m 22s	99.0%	76.9 GB	15.3%	78.5 GB	84 GB	189.9 GB	198.4 GB
798	03/0b475b	647157	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 21:06:20.402	2h 44m 46s	2h 44m 43s	99.1%	67.4 GB	13.4%	68.6 GB	69.2 GB	189.9 GB	198.4 GB
805	1c/c8d294	647162	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:90GB)	COMPLETED	0	2022-02-25 21:08:40.345	2h 45m 6s	2h 45m 3s	99.2%	86.2 GB	17.1%	88 GB	92.6 GB	189.9 GB	198.4 GB
815	4e/9abe0b	647174	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:100GB)	COMPLETED	0	2022-02-25 21:22:20.329	2h 42m 31s	2h 42m 27s	99.2%	95.9 GB	19.0%	97.8 GB	101.6 GB	189.9 GB	198.4 GB
827	ca/f95e64	647185	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 23:18:50.982	1h 10m 30s	1h 10m 25s	196.1%	111.6 GB	22.2%	113.9 GB	118.5 GB	147.6 GB	144.1 GB
782	3e/78e544	647142	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 20:51:00.127	3h 45m 6s	3h 45m	99.0%	68.6 GB	13.6%	68.6 GB	71.7 GB	145.1 GB	127.9 GB
795	10/0b7f26	647154	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 21:01:40.248	3h 40m 31s	3h 40m 29s	99.0%	91.4 GB	18.2%	91.4 GB	93.1 GB	136.6 GB	119.3 GB
832	f2/04b808	647190	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 23:33:25.998	1h 8m 55s	1h 8m 53s	196.6%	131.7 GB	26.2%	132.2 GB	135.8 GB	147.5 GB	144 GB
826	7f/690de3	647186	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 23:19:10.905	1h 23m 30s	1h 23m 28s	195.3%	135.1 GB	26.8%	135.9 GB	136.3 GB	189.9 GB	198.4 GB
823	cc/fab2e4	647182	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 22:53:45.853	1h 49m 45s	1h 49m 42s	98.6%	93.2 GB	18.5%	93.2 GB	100 GB	158.8 GB	156.6 GB
789	c9/5837c5	647148	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 20:58:50.361	3h 45m 31s	3h 45m 29s	99.0%	80 GB	15.9%	80 GB	82.4 GB	142.7 GB	125.5 GB
824	ad/92618d	647184	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 23:04:40.862	1h 40m 10s	1h 40m 8s	98.7%	91.4 GB	18.2%	91.4 GB	93.1 GB	128.1 GB	111.2 GB
806	90/731fad	647165	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:100GB)	COMPLETED	0	2022-02-25 21:13:10.322	3h 42m 51s	3h 42m 45s	96.3%	114.2 GB	22.7%	114.2 GB	120.6 GB	132.6 GB	115.3 GB
801	ea/ef0076	647163	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:90GB)	COMPLETED	0	2022-02-25 21:11:55.347	3h 47m 41s	3h 47m 38s	98.7%	102.8 GB	20.4%	102.8 GB	109.9 GB	145.1 GB	127.8 GB
813	ba/9fb05c	647168	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 21:14:25.406	3h 45m 11s	3h 45m 7s	99.6%	68.6 GB	13.6%	68.6 GB	71.7 GB	145.1 GB	127.9 GB
833	1d/41f709	647191	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 23:41:36.069	1h 23m 40s	1h 23m 36s	195.3%	154.3 GB	30.6%	154.9 GB	165.6 GB	189.9 GB	198.4 GB
785	33/b017bd	647143	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 20:52:20.131	4h 15m 11s	4h 15m 11s	99.0%	81.6 GB	16.2%	81.6 GB	83.2 GB	178 GB	175.7 GB
779	59/d17180	647140	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 20:49:30.058	4h 21m 41s	4h 21m 37s	98.8%	69.9 GB	13.9%	69.9 GB	72.3 GB	184.5 GB	182.1 GB
819	d7/e5dba9	647178	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 21:28:30.412	3h 45m 6s	3h 45m 3s	99.7%	80 GB	15.9%	80 GB	82.4 GB	142.7 GB	125.5 GB
790	16/8d55fa	647149	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 20:59:15.306	4h 16m 21s	4h 16m 20s	95.7%	93.2 GB	18.5%	93.2 GB	100.1 GB	165.3 GB	163 GB
797	04/483402	647156	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:90GB)	COMPLETED	0	2022-02-25 21:04:45.373	4h 12m 16s	4h 12m 11s	98.7%	104.9 GB	20.8%	104.9 GB	110.9 GB	174.8 GB	172.5 GB
829	93/a72c06	647188	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:90GB)	COMPLETED	0	2022-02-25 23:26:25.928	2h 20s	2h 16s	94.2%	104.8 GB	20.8%	104.9 GB	110.8 GB	167.5 GB	165.3 GB
831	03/b71476	647193	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:90GB)	COMPLETED	0	2022-02-25 23:48:36.105	1h 43m 25s	1h 43m 22s	98.3%	102.8 GB	20.4%	102.8 GB	109.8 GB	135.6 GB	118.7 GB
816	f8/adb26b	647175	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-25 21:22:55.405	4h 13m 56s	4h 13m 52s	99.7%	81.6 GB	16.2%	81.6 GB	83.2 GB	178 GB	175.7 GB
812	23/a0e054	647173	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-25 21:21:30.336	4h 18m 1s	4h 18m	99.6%	69.9 GB	13.9%	69.9 GB	72.4 GB	184.5 GB	182.1 GB
807	7f/f552a9	647166	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:100GB)	COMPLETED	0	2022-02-25 21:13:10.335	4h 26m 31s	4h 26m 29s	97.1%	113.2 GB	22.5%	116.5 GB	121.7 GB	184.4 GB	182.1 GB
822	ff/ea8382	647181	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 21:41:35.487	4h 2m 11s	4h 2m 9s	99.8%	93.2 GB	18.5%	93.2 GB	100.1 GB	165.3 GB	163 GB
861	79/74920d	-	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:90GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
835	f6/f41626	647194	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:100GB)	COMPLETED	0	2022-02-25 23:51:06.072	1h 59m 10s	1h 59m 6s	98.7%	116.5 GB	23.1%	116.5 GB	121.7 GB	176.3 GB	174.1 GB
845	ac/2147fd	647209	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:90GB)	COMPLETED	0	2022-02-26 00:44:51.340	1h 10m 50s	1h 10m 42s	195.3%	167.5 GB	33.3%	169.2 GB	182.3 GB	147.6 GB	144.1 GB
863	06/cd1bd6	-	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:90GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
839	c5/207520	647197	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-26 00:04:51.155	1h 51m 5s	1h 51m 4s	219.9%	139.8 GB	27.8%	139.8 GB	143.6 GB	165.3 GB	163 GB
869	79/63524a	-	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:100GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
836	1a/914d32	647205	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-26 00:42:21.259	1h 19m	1h 18m 57s	178.2%	148.4 GB	29.5%	150.5 GB	153 GB	147.5 GB	144 GB
841	71/d6f3ac	647204	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:90GB)	COMPLETED	0	2022-02-26 00:42:11.372	1h 24m 45s	1h 24m 43s	193.4%	173.4 GB	34.4%	174 GB	183.2 GB	189.9 GB	198.4 GB
867	07/64fe6f	-	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:100GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
838	45/06cdbc	647202	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:1;MEM_PER_THREAD:100GB)	COMPLETED	0	2022-02-26 00:29:21.266	1h 39m 15s	1h 39m 15s	98.7%	114.2 GB	22.7%	114.2 GB	120.5 GB	124.6 GB	107.8 GB
871	19/83e0a1	-	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:90GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
842	64/e5c1a5	647206	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-26 00:42:41.239	1h 40m 10s	1h 40m 9s	225.1%	137.1 GB	27.2%	137.1 GB	142.3 GB	145.1 GB	127.9 GB
846	65/ad3363	647210	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:100GB)	COMPLETED	0	2022-02-26 00:56:01.390	1h 28m 55s	1h 28m 49s	185.8%	193 GB	38.3%	193 GB	200.8 GB	189.9 GB	198.4 GB
843	ee/58513a	647207	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-26 00:43:31.335	1h 43m 30s	1h 43m 26s	98.3%	68.6 GB	13.6%	68.6 GB	71.6 GB	135.6 GB	118.7 GB
840	d8/a704a1	647203	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-26 00:36:06.348	2h 25s	2h 22s	97.4%	69.9 GB	13.9%	69.9 GB	72.2 GB	176.4 GB	174.1 GB
875	2d/8588a3	-	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:90GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
876	35/eacef8	-	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:100GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
880	55/abd956	-	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:100GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
881	35/bbfd50	-	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:4;MEM_PER_THREAD:70GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
844	c1/80036e	647208	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-26 00:44:21.298	1h 52m 15s	1h 52m 14s	99.7%	81.6 GB	16.2%	81.6 GB	83.1 GB	170.5 GB	168.2 GB
878	11/501de4	-	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:4;MEM_PER_THREAD:70GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
860	82/45742c	647222	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-26 01:39:31.558	58m 55s	54m 39s	296.4%	202.5 GB	40.2%	202.6 GB	209.1 GB	189.9 GB	198.4 GB
853	75/256143	647221	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:60GB)	COMPLETED	0	2022-02-26 01:36:51.507	1h 1m 55s	59m 3s	278.5%	173.4 GB	34.4%	173.9 GB	183.2 GB	189.9 GB	198.4 GB
848	3f/c126f6	647213	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:70GB)	COMPLETED	0	2022-02-26 01:05:16.467	1h 34m 10s	1h 34m 9s	223.6%	159.9 GB	31.8%	160 GB	163.6 GB	128.5 GB	111.3 GB
884	f6/fc0d46	-	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:4;MEM_PER_THREAD:80GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
889	81/0dc15b	-	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:4;MEM_PER_THREAD:90GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
890	4b/bfddf1	-	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:4;MEM_PER_THREAD:90GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
892	67/d6a745	-	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:4;MEM_PER_THREAD:100GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
893	65/0eed72	-	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:4;MEM_PER_THREAD:100GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
885	66/15cb16	-	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:4;MEM_PER_THREAD:70GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
886	e2/a011c5	-	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:90GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
887	0e/0752f4	-	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:4;MEM_PER_THREAD:80GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
825	3f/83301d	647183	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:80GB)	COMPLETED	0	2022-02-25 23:02:40.907	3h 38m 16s	3h 38m 12s	99.6%	91.4 GB	18.2%	91.4 GB	93.2 GB	136.6 GB	119.3 GB
894	27/c2f875	-	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:4;MEM_PER_THREAD:80GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
891	e3/f832ac	-	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:4;MEM_PER_THREAD:70GB)	FAILED	1	-	-	-	-	-	-	-	-	-	-
